target_return,return,vol,sharpe
2.07417945759126,2.4420633952199235,0.024416069435046855,100.01869472547382
2.1033765954982915,2.4420633952199235,0.024416069435046855,100.01869472547382
2.132573733405323,2.4420633952199235,0.024416069435046855,100.01869472547382
2.1617708713123545,2.4420633952199235,0.024416069435046855,100.01869472547382
2.190968009219386,2.4420633952199235,0.024416069435046855,100.01869472547382
2.2201651471264174,2.4420633952199235,0.024416069435046855,100.01869472547382
2.249362285033449,2.4420633952199235,0.024416069435046855,100.01869472547382
2.2785594229404804,2.4420633952199235,0.024416069435046855,100.01869472547382
2.307756560847512,2.4420633952199235,0.024416069435046855,100.01869472547382
2.3369536987545434,2.4420633952199235,0.024416069435046855,100.01869472547382
2.366150836661575,2.4420633952199235,0.024416069435046855,100.01869472547382
2.3953479745686064,2.4420633952199235,0.024416069435046855,100.01869472547382
2.424545112475638,2.4420633952199235,0.024416069435046855,100.01869472547382
2.4537422503826694,2.4420633952200306,0.0244160694349797,100.0186947257533
2.482939388289701,2.442063395219949,0.024416069435031097,100.01869472553942
